ParticipantID,Collab1 -# Puzzles Given,Collab1 - # Puzzles Finished,Collab1 - # Puzzles Finished Correctly,Collab2 - # Puzzles Given,Collab2 - # Puzzles Finished,Collab2 - # Puzzles Finished Correctly,Collab3 - # Puzzles Given,Collab3 - # Puzzles Finished,Collab3 - # Puzzles Finished Correctly,CollabScreen1 - # Puzzles Given,CollabScreen1 - # Puzzles Finished,CollabScreen1 - # Puzzles Finished Correctly,CollabScreen2 - # Puzzles Given,CollabScreen2 - # Puzzles Finished,CollabScreen2 - # Puzzles Finished Correctly,CollabScreen3 - # Puzzles Given,CollabScreen3 - # Puzzles Finished,CollabScreen3 - # Puzzles Finished Correctly,Individual1 - CHILD - # Puzzles Given,Individual1 - CHILD - # Puzzles Finished,Individual1 - CHILD - # Puzzles Finished Correctly,Individual1 - MUM - # Puzzles Given,Individual1 - MUM - # Puzzles Finished,Individual1 - MUM - # Puzzles Finished Correctly,Individual2 - CHILD - # Puzzles Given,Individual2 - CHILD - # Puzzles Finished,Individual2 - CHILD - # Puzzles Finished Correctly,Individual2 - MUM - # Puzzles Given,Individual2 - MUM - # Puzzles Finished,Individual2 - MUM - # Puzzles Finished Correctly,Individual3 - CHILD - # Puzzles Given,Individual3 - CHILD - # Puzzles Finished,Individual3 - CHILD - # Puzzles Finished Correctly,Individual3 - MUM - # Puzzles Given,Individual3 - MUM - # Puzzles Finished,Individual3 - MUM - # Puzzles Finished Correctly
C01M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
